0
-1,90159456646293E-32
-1,44942792683582E-34
-3,34454885305422E-32
-4,25139255110483E-31
-1,65989920991479E-30
-2,2545616775325E-30
-6,50352311824074E-31
-8,36254204338821E-31
-9,56171555241346E-30
-2,01734872309588E-29
-1,26815144229987E-29
-6,50463372530339E-31
-9,22480721056383E-30
-3,37720783359605E-29
-3,41491633820094E-29
-9,1538397013787E-30
-9,48907752469649E-31
-1,69484603630372E-29
-2,55039226584914E-29
-1,26956700080899E-29
-2,71957595797203E-30
-6,33618021265542E-32
-1,62435481156866E-32
-2,96139823264522E-32
-4,73847885387088E-31
-3,49094212182907E-30
-9,17260247200878E-30
-9,65225382002566E-30
-2,81321188829751E-30
-2,25173607123177E-31
-5,64948528304629E-30
-9,33891404587047E-30
-7,93949573245947E-30
-4,35057719092439E-30
-2,50002821979211E-30
-1,4244762794677E-30
-1,73301298370543E-31
-7,56002170573154E-31
-5,5111395661466E-30
-8,97264279553278E-30
-6,22407594952484E-30
-8,06820390031519E-31
-3,78136314156696E-31
-1,93712930224549E-30
-1,93184465580238E-30
-1,47832840282576E-30
-2,14433905171917E-30
-4,11174081296161E-30
-5,40533228519406E-30
-2,30357320919342E-30
-2,51211782654201E-32
-3,20414632666912E-30
-7,01993490175471E-30
-3,9247774020283E-30
-4,43100338593308E-31
-2,20236859988141E-31
-6,59641256263367E-31
-3,78797882377339E-31
-2,1139262857165E-31
-5,42763075475232E-31
-1,54183349771368E-30
-1,72694150836365E-30
-5,79376715237808E-31
-1,6266055893769E-32
-4,51043859218424E-31
-1,85385380296996E-31
-6,69777755639491E-32
-5,99570391631262E-31
-4,42069477067411E-31
-1,32837914609023E-33
-4,95701830001644E-31
-7,23601032366185E-31
-3,34087061368106E-31
-3,43896984903684E-32
-6,7152927252793E-36
-9,81668740354131E-34
-7,50412436326237E-32
-7,52608095204364E-31
-2,54634156873993E-30
-3,15065851252027E-30
-1,57602007078023E-30
-5,27633128994061E-34
-1,50750793419509E-30
-2,77207372375885E-30
-1,89596179736782E-30
-4,33498430538051E-31
-1,89281516649862E-33
-2,64521670089692E-32
-4,07391253488633E-32
-1,15853878520716E-31
-3,45464718209489E-31
-5,42845077961146E-31
-3,21277464328326E-31
-3,66596427339956E-32
-9,62565597987926E-33
-2,96841205846169E-34
-1,29972905737651E-31
-3,81546141149787E-31
-1,95442439764891E-31
-8,37289344664155E-33
-3,957264116224E-31
-6,31391776024406E-31
-4,10682555386331E-31
-1,06764674081514E-31
-2,81447613247182E-32
-1,45299917969266E-32
-2,45597761224628E-33
-3,26051052847467E-31
-1,71683865163585E-30
-2,78705234297476E-30
-2,24638023685077E-30
-4,19426164486391E-31
-1,41748914104641E-31
-9,78420748076422E-31
-1,05942415783113E-30
-4,47488317945605E-31
-6,73267093070472E-32
-4,21831437517157E-33
-2,55044805246004E-33
-4,62822806321291E-32
-2,19698812713883E-31
-4,9230841290969E-31
-4,81396345870781E-31
-2,09903230209385E-31
-9,5288216939944E-32
-6,04073028702539E-32
-1,0652649541615E-31
-1,4578433919124E-31
-6,45053700508081E-32
-7,59763728985899E-33
-4,34463152874299E-33
-7,05503262400247E-32
-1,8739627497306E-31
-5,77434916119685E-32
-1,66939193805474E-31
-1,44990005936638E-30
-2,21020472734264E-30
-7,57103843878745E-31
-5,97987376898897E-32
-1,89027992787369E-30
-3,79655334976602E-30
-3,6583648669907E-30
-2,61958934888656E-30
-1,88224556504514E-30
-9,46786220265284E-31
-7,04800904525631E-32
-9,67432979201319E-31
-6,11321159783551E-30
-9,71726298344534E-30
-6,64207346519702E-30
-4,80454539796902E-31
-2,01391560250674E-30
-8,16228219267478E-30
-9,08024961727711E-30
-5,17258590836402E-30
-1,60007350638449E-30
-2,15678998192263E-31
-1,94476430262329E-33
-2,84825149410456E-31
-1,21456966383458E-30
-2,11972137882651E-30
-1,25102860854059E-30
-1,95734833699082E-33
-1,25356335051915E-30
-2,55605434942236E-30
-1,48688882288619E-30
-4,82579281100844E-32
-4,78310626180098E-31
-6,69691356804706E-31
-8,33017950841572E-32
-2,79804048800806E-31
-1,11427216000321E-30
-1,59002481643637E-30
-1,62300448594304E-30
-1,52735310002341E-30
-1,28283692143655E-30
-4,61352662556492E-31
-4,21507882697093E-32
-1,32129251382709E-30
-2,63001607781791E-30
-2,05057823687385E-30
-4,17051759937278E-31
-5,73029280842238E-32
-6,09700801946649E-31
-8,7432818424331E-31
-1,01799522300985E-30
-1,36280213458062E-30
-1,73528996328274E-30
-1,62861375690607E-30
-5,80531520888056E-31
-1,8678058629693E-32
-1,12435870086943E-31
-1,70321749329626E-31
-9,2124726543011E-32
-1,15406885038872E-31
-3,76591573520393E-31
-9,99870228594746E-31
-1,37433100701529E-30
-4,78553060135012E-31
-4,48667738447559E-32
-1,28679166059091E-30
-2,04458754150387E-30
-1,73977602588367E-30
-1,53769161985867E-30
-1,82169839010208E-30
-2,38566860618027E-30
-1,95526802643461E-30
-1,51201275768586E-31
-1,65968254279605E-30
-8,98576620254445E-30
-1,2491611711951E-29
-8,12068661977432E-30
-7,38047575819147E-31
-1,59729745892559E-30
-6,70870763200728E-30
-7,86138723615242E-30
-5,20747232374727E-30
-2,41363559161685E-30
-9,3079178585116E-31
-4,14585948947445E-31
-2,16242746915818E-34
-9,53392498516906E-31
-4,12683378426797E-30
-7,47531351394123E-30
-5,52704503914826E-30
-9,36348394667271E-31
-6,64418747423753E-31
-4,37441132630257E-30
-6,14727347446132E-30
-2,89929042438224E-30
-1,96110167575932E-31
-4,05469755157948E-31
-1,66185861793829E-30
-1,21243966807089E-30
-2,76524607641108E-31
-3,07830702330625E-32
-6,22900757150451E-31
-1,79816894285964E-30
-1,9551615736662E-30
-5,3984314750779E-31
-2,47513924280328E-31
-3,75782635923976E-30
-8,96661072276165E-30
-8,02123641227102E-30
-1,55973599455806E-30
-1,22518071028013E-30
-8,12639820576564E-30
-9,9549046829895E-30
-4,40594918145829E-30
-9,73600022233812E-32
-7,46713790371149E-31
-1,30655125043049E-30
-5,49544361325804E-31
-2,06928430165646E-31
-6,85079706331546E-31
-2,04285458071212E-30
-2,31251937948002E-30
-4,02354318970077E-31
-6,4464561588925E-31
-3,98915988589967E-30
-4,63514537726976E-30
-1,2888778339252E-30
-1,78726439898458E-31
-2,00158099922424E-30
-1,90212815861359E-30
-2,43872995097865E-31
-1,92339228718268E-31
-6,68968756917368E-31
-4,84258815674355E-31
-2,91224305557463E-31
-1,81760437837704E-31
-3,18620858850411E-32
-7,10887966922494E-32
-5,87415403885568E-31
-1,66523350923927E-30
-2,17847653614163E-30
-9,19831852682285E-31
-2,82104479490422E-32
-6,72177198218277E-31
-2,02252548736945E-30
